"","sampleID","percent_aquatic_pa","percent_aquatic_ra","num_fam","parental_investment_proj","band","species","location","site","nest","year","age","sex","capture_date","cap_doy","cap_num","age.1","age_nestad","mass","bhead","fwing","sseries_type","cort1_raw","cort1_correct","glucose1","buty","cort2_raw","cort2_correct","glucose2","inject1_type","inject1_dose","inject2_type","inject2_dose","cort3_raw","cort3_correct","glucose3","fate","micro_nb","blood_nb","bolus_nb","lifetag_nb","Notes","site_box_year","Nest_Experiment","Nest_Treatment","Day6_Brood_Mass","Brood_Size_Day6","avg_day6_mass","exp_treat","TotalReads"
"1","L19N005a",0.6,0.833333333333333,5,"yes","","TRES","Ithaca","Unit_4","94","2019","Nestling","","","161","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_94_2019","Light","Light_Control",64.85,5,12.97,"Light_Light_Control",12
"2","L19N005b",0.714285714285714,0.901960784313726,7,"yes","","TRES","Ithaca","Unit_4","94","2019","Nestling","","","161","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_94_2019","Light","Light_Control",64.85,5,12.97,"Light_Light_Control",51
"3","L19N005c",0.4,0.25,5,"yes","","TRES","Ithaca","Unit_4","94","2019","Nestling","","","161","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_94_2019","Light","Light_Control",64.85,5,12.97,"Light_Light_Control",8
"4","L19N005d",0.8,0.995260663507109,5,"yes","","TRES","Ithaca","Unit_4","94","2019","Nestling","","","161","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_94_2019","Light","Light_Control",64.85,5,12.97,"Light_Light_Control",211
"5","L19N006a",0.545454545454545,0.999521531100478,11,"yes","","TRES","Ithaca","Turkey_Hill","3","2019","Nestling","","","162","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_3_2019","Light","Light",65.25,5,13.05,"Light_Light",14630
"6","L19N006b",0.5,0.441767068273092,10,"yes","","TRES","Ithaca","Turkey_Hill","3","2019","Nestling","","","162","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_3_2019","Light","Light",65.25,5,13.05,"Light_Light",1743
"7","L19N006c",0.5,0.327433628318584,10,"yes","","TRES","Ithaca","Turkey_Hill","3","2019","Nestling","","","162","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_3_2019","Light","Light",65.25,5,13.05,"Light_Light",113
"8","L19N006d",0.4,0.578313253012048,5,"yes","","TRES","Ithaca","Turkey_Hill","3","2019","Nestling","","","162","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_3_2019","Light","Light",65.25,5,13.05,"Light_Light",83
"9","L19N006e",0.555555555555556,0.914893617021277,9,"yes","","TRES","Ithaca","Turkey_Hill","3","2019","Nestling","","","162","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_3_2019","Light","Light",65.25,5,13.05,"Light_Light",47
"10","L19N007a",0.833333333333333,0.988062077198567,6,"yes","","TRES","Ithaca","Turkey_Hill","106","2019","Nestling","","","162","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_106_2019","Light","Light",48.91,5,9.782,"Light_Light",2513
"11","L19N007b",0.75,0.96,4,"yes","","TRES","Ithaca","Turkey_Hill","106","2019","Nestling","","","162","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_106_2019","Light","Light",48.91,5,9.782,"Light_Light",25
"12","L19N007d",0.545454545454545,0.998612872542803,11,"yes","","TRES","Ithaca","Turkey_Hill","106","2019","Nestling","","","162","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_106_2019","Light","Light",48.91,5,9.782,"Light_Light",25232
"13","L19N008a",0.416666666666667,0.638104531316704,12,"yes","","TRES","Ithaca","Turkey_Hill","121","2019","Nestling","","","162","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_121_2019","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",16397
"14","L19N008b",0.307692307692308,0.939673969473575,13,"yes","","TRES","Ithaca","Turkey_Hill","121","2019","Nestling","","","162","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_121_2019","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",9631
"15","L19N008c",0.444444444444444,0.922155688622754,9,"yes","","TRES","Ithaca","Turkey_Hill","121","2019","Nestling","","","162","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_121_2019","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",167
"16","L19N008d",0.5,0.375,10,"yes","","TRES","Ithaca","Turkey_Hill","121","2019","Nestling","","","162","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_121_2019","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",48
"17","L19N008e",0.5,0.745901639344262,12,"yes","","TRES","Ithaca","Turkey_Hill","121","2019","Nestling","","","162","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_121_2019","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",610
"18","L19N008f",0.6,0.999325691166554,5,"yes","","TRES","Ithaca","Turkey_Hill","121","2019","Nestling","","","162","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_121_2019","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",2966
"19","L19N009a",0.533333333333333,0.132571977676756,15,"yes","","TRES","Ithaca","Turkey_Hill","51","2019","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_51_2019","Light","Light_Control",39.5,4,9.875,"Light_Light_Control",27057
"20","L19N009b",0.461538461538462,0.945945945945946,13,"yes","","TRES","Ithaca","Turkey_Hill","51","2019","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_51_2019","Light","Light_Control",39.5,4,9.875,"Light_Light_Control",296
"21","L19N009c",0.5,0.0624950432230946,12,"yes","","TRES","Ithaca","Turkey_Hill","51","2019","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_51_2019","Light","Light_Control",39.5,4,9.875,"Light_Light_Control",25218
"22","L19N010a",0.6,0.568627450980392,15,"yes","","TRES","Ithaca","Unit_4","78","2019","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_78_2019","Light","Light_Control",54.39,5,10.878,"Light_Light_Control",51
"23","L19N010b",0.583333333333333,0.784697508896797,24,"yes","","TRES","Ithaca","Unit_4","78","2019","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_78_2019","Light","Light_Control",54.39,5,10.878,"Light_Light_Control",7306
"24","L19N010c",0.4,0.59183527048357,30,"yes","","TRES","Ithaca","Unit_4","78","2019","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_78_2019","Light","Light_Control",54.39,5,10.878,"Light_Light_Control",13938
"25","L19N010d",0.291666666666667,0.959641428131733,24,"yes","","TRES","Ithaca","Unit_4","78","2019","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_78_2019","Light","Light_Control",54.39,5,10.878,"Light_Light_Control",25992
"26","L19N011a",0.416666666666667,0.376222946931515,24,"yes","","TRES","Ithaca","Unit_4","80","2019","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_80_2019","Light","Light",72.86,6,12.1433333333333,"Light_Light",10119
"27","L19N011b",0.416666666666667,0.611309684380901,24,"yes","","TRES","Ithaca","Unit_4","80","2019","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_80_2019","Light","Light",72.86,6,12.1433333333333,"Light_Light",29656
"28","L19N011c",0.388888888888889,0.0111721498672921,18,"yes","","TRES","Ithaca","Unit_4","80","2019","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_80_2019","Light","Light",72.86,6,12.1433333333333,"Light_Light",16201
"29","L19N011d",0.388888888888889,0.397744746283957,18,"yes","","TRES","Ithaca","Unit_4","80","2019","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_80_2019","Light","Light",72.86,6,12.1433333333333,"Light_Light",1951
"30","L19N011e",0.5,0.349144634525661,14,"yes","","TRES","Ithaca","Unit_4","80","2019","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_80_2019","Light","Light",72.86,6,12.1433333333333,"Light_Light",2572
"31","L19N011f",0.5,0.493414387031408,10,"yes","","TRES","Ithaca","Unit_4","80","2019","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_80_2019","Light","Light",72.86,6,12.1433333333333,"Light_Light",987
"32","L19N012a",0.75,0.909090909090909,4,"yes","","TRES","Ithaca","Unit_4","87","2019","Nestling","","","164","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_87_2019","Light","Light",71,5,14.2,"Light_Light",33
"33","L19N012b",0.411764705882353,0.865431966598865,17,"yes","","TRES","Ithaca","Unit_4","87","2019","Nestling","","","164","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_87_2019","Light","Light",71,5,14.2,"Light_Light",9341
"34","L19N012c",0.533333333333333,0.222485207100592,15,"yes","","TRES","Ithaca","Unit_4","87","2019","Nestling","","","164","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_87_2019","Light","Light",71,5,14.2,"Light_Light",1690
"35","L19N013a",0.5,0.135391923990499,16,"yes","","TRES","Ithaca","Turkey_Hill","86","2019","Nestling","","","165","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_86_2019","Light","Light_Control",61.21,5,12.242,"Light_Light_Control",2526
"36","L19N014a",0.583333333333333,0.978693181818182,12,"yes","","TRES","Ithaca","Unit_4","71","2019","Nestling","","","165","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_71_2019","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",704
"37","L19N014b",0.777777777777778,0.995133819951338,9,"yes","","TRES","Ithaca","Unit_4","71","2019","Nestling","","","165","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_71_2019","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",411
"38","L19N014c",0.5625,0.99185543395266,16,"yes","","TRES","Ithaca","Unit_4","71","2019","Nestling","","","165","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_71_2019","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",3929
"39","L19N015a",0.727272727272727,0.896876337184424,11,"yes","","TRES","Ithaca","Unit_4","93","2019","Nestling","","","166","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_93_2019","Light","Light",55.3,4,13.825,"Light_Light",2337
"40","L19N015b",0.714285714285714,0.917973462002413,7,"yes","","TRES","Ithaca","Unit_4","93","2019","Nestling","","","166","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_93_2019","Light","Light",55.3,4,13.825,"Light_Light",6632
"41","L19N015c",0.647058823529412,0.963636363636364,17,"yes","","TRES","Ithaca","Unit_4","93","2019","Nestling","","","166","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_93_2019","Light","Light",55.3,4,13.825,"Light_Light",5940
"42","L19N016a",0.466666666666667,0.979196903725206,15,"yes","","TRES","Ithaca","Unit_4","95","2019","Nestling","","","168","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_95_2019","Light","Light",54,5,10.8,"Light_Light",2067
"43","L19N016b",0.533333333333333,0.951068504094268,15,"yes","","TRES","Ithaca","Unit_4","95","2019","Nestling","","","168","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_95_2019","Light","Light",54,5,10.8,"Light_Light",10014
"44","L19N017a",0.615384615384615,0.966145833333333,13,"yes","","TRES","Ithaca","Turkey_Hill","97","2019","Nestling","","","168","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_97_2019","Light","Light_Control",45,5,9,"Light_Light_Control",384
"45","L19N017b",0.333333333333333,0.979870070454753,15,"yes","","TRES","Ithaca","Turkey_Hill","97","2019","Nestling","","","168","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_97_2019","Light","Light_Control",45,5,9,"Light_Light_Control",10929
"46","L19N017c",0.416666666666667,0.98377812663527,12,"yes","","TRES","Ithaca","Turkey_Hill","97","2019","Nestling","","","168","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_97_2019","Light","Light_Control",45,5,9,"Light_Light_Control",3822
"47","L19N018b",0.461538461538462,0.935416666666667,13,"yes","","TRES","Ithaca","Unit_4","61","2019","Nestling","","","170","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_61_2019","Light","Light_Control",105,6,17.5,"Light_Light_Control",1440
"48","L19N018c",0.375,0.865853658536585,16,"yes","","TRES","Ithaca","Unit_4","61","2019","Nestling","","","170","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_61_2019","Light","Light_Control",105,6,17.5,"Light_Light_Control",820
"49","L19N018d",0.333333333333333,0.323572003218021,18,"yes","","TRES","Ithaca","Unit_4","61","2019","Nestling","","","170","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_61_2019","Light","Light_Control",105,6,17.5,"Light_Light_Control",6215
"50","L19N018e",0.533333333333333,0.801081081081081,15,"yes","","TRES","Ithaca","Unit_4","61","2019","Nestling","","","170","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_61_2019","Light","Light_Control",105,6,17.5,"Light_Light_Control",2775
"51","L19N018f",0.571428571428571,0.759036144578313,14,"yes","","TRES","Ithaca","Unit_4","61","2019","Nestling","","","170","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_61_2019","Light","Light_Control",105,6,17.5,"Light_Light_Control",1411
"52","L19N019a",0.454545454545455,0.850091407678245,11,"yes","","TRES","Ithaca","Unit_4","84","2019","Nestling","","","171","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_84_2019","Light","Light_Control",84.4,5,16.88,"Light_Light_Control",547
"53","L19N019b",0.363636363636364,0.768451767936835,11,"yes","","TRES","Ithaca","Unit_4","84","2019","Nestling","","","171","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_84_2019","Light","Light_Control",84.4,5,16.88,"Light_Light_Control",5826
"54","L19N019c",0.714285714285714,0.772727272727273,7,"yes","","TRES","Ithaca","Unit_4","84","2019","Nestling","","","171","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_84_2019","Light","Light_Control",84.4,5,16.88,"Light_Light_Control",22
"55","L19N019d",0.352941176470588,0.449795820321883,17,"yes","","TRES","Ithaca","Unit_4","84","2019","Nestling","","","171","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_84_2019","Light","Light_Control",84.4,5,16.88,"Light_Light_Control",8326
"56","L19N020a",0.333333333333333,0.227188081936685,12,"yes","","TRES","Ithaca","Unit_4","15","2019","Nestling","","","175","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_15_2019","Light","Light_Control",59.66,5,11.932,"Light_Light_Control",537
"57","L19N020b",0.5,0.495049504950495,8,"yes","","TRES","Ithaca","Unit_4","15","2019","Nestling","","","175","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_15_2019","Light","Light_Control",59.66,5,11.932,"Light_Light_Control",101
"58","L19N020c",0.555555555555556,0.820667470848412,18,"yes","","TRES","Ithaca","Unit_4","15","2019","Nestling","","","175","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_15_2019","Light","Light_Control",59.66,5,11.932,"Light_Light_Control",2487
"59","LN19007c",0.6,0.550724637681159,5,"yes","","TRES","Ithaca","Turkey_Hill","106","2019","Nestling","","","162","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_106_2019","Light","Light",48.91,5,9.782,"Light_Light",69
"60","LN19018a",0.333333333333333,0.848484848484848,6,"yes","","TRES","Ithaca","Unit_4","61","2019","Nestling","","","170","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_61_2019","Light","Light_Control",105,6,17.5,"Light_Light_Control",33
"61","P19N002",0.466666666666667,0.655040245304714,15,"no","272107786","TRES","Ithaca","Unit_2","103","2019","Adult","F","5/20/19","140","1","ASY","Adult",23,27.6,115.5,"B_S_D",3.69,3.9,178,NA,20.49,21.67,203,"Dex",10.5,"",NA,9.02,9.54,194,"","M19N002","190002","","","","Unit_2_103_2019","Color_Stress","Cont_Con",54,6,9,"Color_Stress_Cont_Con",5218
"62","P19N004",0.555555555555556,0.801701856932681,9,"no","278172146","TRES","Ithaca","Unit_2","44","2019","Adult","F","5/21/19","141","1","SY","Adult",22,28.2,120,"B_S_D",2.37,2.5,206,NA,38.21,40.41,229,"Dex",10,"",NA,11.64,12.31,219,"","M19N005","190005","","","","Unit_2_44_2019","Color_Stress","Cont_Con",NA,NA,NA,"Color_Stress_Cont_Con",50298
"63","P19N006",0.583333333333333,0.276897689768977,12,"no","212110278","TRES","Ithaca","Unit_1","349","2019","Adult","F","5/21/19","141","1","ASY","Adult",21.75,28.7,115,"B_S",6.1,1.36,193,NA,50.32,53.21,189,"",NA,"",NA,NA,NA,NA,"","M19N008","190008","","","","Unit_1_349_2019","","Control",NA,NA,NA,"Control",3030
"64","P19N007",0.4375,0.939102564102564,16,"no","272107739","TRES","Ithaca","Unit_2","111","2019","Adult","F","5/22/19","142","2","ASY","Adult",18.25,NA,NA,"B_S_D",1.29,1.36,216,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","M19N009","190009","","","","Unit_2_111_2019","Color_Stress","Cont_Dul",68,5,13.6,"Color_Stress_Cont_Dul",1872
"65","P19N008",0.444444444444444,0.387436456063907,9,"no","259122557","TRES","Ithaca","Unit_2","111","2019","Adult","M","5/22/19","142","1","AHY","Adult",21.5,28.9,119,"B_S_D",0.98,1.04,210,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","190010","","","Male accidentally caught","Unit_2_111_2019","Color_Stress","Cont_Dul",68,5,13.6,"Color_Stress_Cont_Dul",8262
"66","P19N009",1,1,2,"no","88004570","TRES","Ithaca","Unit_2","121","2019","Adult","F","5/22/19","142","1","ASY","Adult",22.5,28.9,119,"B_S_D",2.68,2.83,210,NA,47.88,50.63,261,"Dex",10.5,"",NA,8.34,8.82,229,"","M19N010","190011","","","","Unit_2_121_2019","Color_Stress","Cont_Dul",8,1,8,"Color_Stress_Cont_Dul",6
"67","P19N010",0.470588235294118,0.463547794982821,17,"no","278172094","TRES","Ithaca","Unit_1","305","2019","Adult","F","5/23/19","143","1","SY","Adult",20.75,29.2,115,"B_S_D",0.86,0.91,NA,NA,21.88,23.14,NA,"",NA,"",NA,NA,NA,NA,"","","190012","","","","Unit_1_305_2019","","Control",NA,NA,NA,"Control",84988
"68","P19N011",0.5,0.902564102564103,14,"no","278172148","TRES","Ithaca","Unit_2","93","2019","Adult","F","5/23/19","143","1","SY","Adult",21.5,29.1,119,"B_S_D",3.03,3.2,218,NA,35.4,37.43,213,"Dex",10,"",NA,9.17,9.69,220,"","M19N011","190013","","","","Unit_2_93_2019","Color_Stress","Pred_Dul",NA,NA,NA,"Color_Stress_Pred_Dul",390
"69","P19N012",1,1,3,"no","281128401","TRES","Ithaca","Unit_2","87","2019","Adult","F","5/23/19","143","1","SY","Adult",20.25,28.1,112,"B_S_D",4.2,4.44,214,NA,53.65,56.74,277,"Dex",9,"",NA,20.65,21.83,245,"","M19N012","190014","","","","Unit_2_87_2019","Color_Stress","Pred_Con",NA,NA,NA,"Color_Stress_Pred_Con",82
"70","P19N013",0.333333333333333,0.416666666666667,3,"no","272106822","TRES","Ithaca","Unit_2","68","2019","Adult","F","5/23/19","143","1","ASY","Adult",20.5,29.1,117.5,"B_S_D",2.39,2.52,226,NA,31.43,33.24,259,"Dex",9.5,"",NA,9.75,10.31,277,"","M19N013","190015","","","","Unit_2_68_2019","Color_Stress","Cont_Dul",71,6,11.8333333333333,"Color_Stress_Cont_Dul",12
"71","P19N014",0.5625,0.0094834861466722,16,"no","278172147","TRES","Ithaca","Unit_2","101","2019","Adult","F","5/23/19","143","1","ASY","Adult",22.5,29,115,"B_S_D",3.69,3.9,175,NA,27.6,29.19,219,"Dex",10.5,"",NA,13.99,14.8,244,"","M19N014","190016","","","","Unit_2_101_2019","Color_Stress","Pred_Dul",52,5,10.4,"Color_Stress_Pred_Dul",69911
"72","P19N015",0.35,0.935907970419063,20,"no","281128402","TRES","Ithaca","Unit_2","20","2019","Adult","F","5/24/19","144","1","SY","Adult",20.75,29.8,119,"B_S_D",3.99,4.22,187,NA,16.2,17.13,229,"Dex",9.5,"",NA,13.13,13.89,240,"","M19N015","190017","","","","Unit_2_20_2019","Color_Stress","Cont_Con",47,4,11.75,"Color_Stress_Cont_Con",13387
"73","P19N016",0.6,0.987391062488411,15,"no","278172150","TRES","Ithaca","Unit_2","80","2019","Adult","F","5/24/19","144","1","SY","Adult",21.5,28.9,117,"B_S_D",0.73,0.77,217,NA,34.51,36.5,242,"Dex",10,"",NA,6.49,6.87,265,"","M19N017","190019","","","","Unit_2_80_2019","Color_Stress","Cont_Dul",70,6,11.6666666666667,"Color_Stress_Cont_Dul",10786
"74","P19N017",0.666666666666667,0.998461538461539,3,"no","278172149","TRES","Ithaca","Unit_2","109","2019","Adult","F","5/24/19","144","1","SY","Adult",20.5,28.6,116,"B_S_D",3.38,3.58,174,NA,62.88,66.5,199,"Dex",9.5,"",NA,11.12,11.76,218,"","M19N018","190020","","","","Unit_2_109_2019","Color_Stress","Cont_Dul",61,5,12.2,"Color_Stress_Cont_Dul",650
"75","P19N018",0.428571428571429,0.742103475602853,14,"no","272107284","TRES","Ithaca","Unit_2","19","2019","Adult","F","5/24/19","144","1","SY","Adult",21.5,28.6,112,"B_S_D",NA,NA,NA,NA,26.08,27.58,179,"Dex",10,"",NA,5.97,6.32,200,"","M19N019","190021","","","","Unit_2_19_2019","Color_Stress","Pred_Con",NA,NA,NA,"Color_Stress_Pred_Con",8833
"76","P19N019",0.5,0.998192771084337,4,"no","278172097","TRES","Ithaca","Unit_1","306","2019","Adult","F","5/25/19","145","1","SY","Adult",22,20.3,117,"B_S",0,0.47,NA,NA,44.01,46.54,NA,"",NA,"",NA,NA,NA,NA,"","","190025","","","","Unit_1_306_2019","","Control",NA,NA,NA,"Control",3320
"77","P19N020",0.5,0.819674012855831,12,"no","272106913","TRES","Ithaca","Unit_2","120","2019","Adult","F","5/25/19","145","1","ASY","Adult",22,29.2,122.5,"B_S_D",0,0.47,199,NA,28.23,29.86,299,"Dex",10,"",NA,9.83,10.4,294,"","M19N023","190027","","","","Unit_2_120_2019","Color_Stress","Cont_Con",71,7,10.1428571428571,"Color_Stress_Cont_Con",26136
"78","P19N021",0.7,0.999757062539044,10,"yes","272106697","TRES","Ithaca","Turkey_Hill","11","2019","Adult","F","5/25/19","145","1","ASY","Adult",21,27.9,117,"B_S_D",0.99,1.05,NA,NA,28.13,29.75,NA,"Dex",9.5,"",NA,11.47,12.13,NA,"","M19N024","190028","","61337F2D","Egg Photo
Eye Button: D8B21
On female took old RFID to put life tag","Turkey_Hill_11_2019","Light","Light_Control",74.27,5,14.854,"Light_Light_Control",28814
